Applicant ID,Gender,Marital Status,Age,Employment Status,Employment History (Years),Annual Income,Co-applicant Income,Loan Amount Requested,Loan Term (Months),Credit History,Credit Score,Existing Loan EMI,Debt-to-Income Ratio,Property Area,Approval Status
160aa040-1956-44fd-9a30-74d0097d912a,Female,Married,48,Unemployed,0,0,0,153688,300,0,476,152,0.34,Semi-Urban,0
f16b6469-4660-4a88-8bb2-ca75975fc6ca,Female,Single,38,Self-employed,2,97538,7376,66976,240,1,803,184,0.46,Rural,1
8326c95f-f0bb-4f8a-9881-8141ac2ecee6,Female,Married,56,Unemployed,0,0,0,484952,360,2,818,1907,0.37,Rural,0
84f9b7b3-a9c9-40e4-909d-ada8bef30d1b,Male,Single,24,Employed,23,129458,45917,300855,300,0,812,517,0.45,Rural,1
ea7182b5-c669-4f86-818f-4f8c801ef262,Male,Single,24,Unemployed,0,0,0,123006,360,1,517,726,0.18,Rural,1
85dde0e8-1155-4e64-a2bb-cf959ff90000,Female,Married,55,Unemployed,0,0,0,182351,360,0,301,1475,0.21,Semi-Urban,0
c1aa8a95-f5c3-4afd-a233-37327d73a2d4,Female,Single,38,Unemployed,0,0,0,260398,120,0,543,1358,0.4,Rural,1
1193f9e9-1e43-4fa6-b79e-cbc74922983f,Male,Married,32,Self-employed,18,104688,40446,385470,60,2,404,1673,0.32,Semi-Urban,0
b6c1a044-86de-4cbf-95a7-c4da66416e75,Female,Married,59,Self-employed,20,138410,31680,89854,60,2,707,1175,0.48,Rural,1
ec7588ba-5148-4141-a842-d6d6a4f6bdbc,Male,Married,54,Unemployed,0,0,0,104673,120,0,457,636,0.17,Semi-Urban,1
ffe06f66-ac6c-45f3-b8d8-9201c495793f,Male,Single,53,Employed,21,74893,6721,192053,180,2,366,1494,0.1,Rural,1
2126a065-2bd4-4357-8300-4a48d3848676,Female,Married,48,Unemployed,0,0,0,349837,180,2,412,442,0.44,Rural,0
bf2b9c1d-1799-49a8-9b03-b690f5ff3733,Female,Married,39,Employed,25,120684,6117,263188,360,1,616,952,0.2,Semi-Urban,1
b6b355a8-783d-4c1e-8b15-ee49efe203ec,Male,Single,58,Employed,5,70056,40124,374607,240,0,720,1766,0.26,Urban,1
264fcb71-8015-47aa-80b7-19c1450977fa,Female,Single,48,Employed,9,104757,21618,203015,120,1,710,1783,0.27,Rural,1
7e3436b4-014b-4f0e-b2ab-06167c8e5a52,Female,Single,21,Unemployed,0,0,0,375180,300,1,769,1423,0.17,Rural,1
c92f7104-8ad1-4876-8b2a-f96dad75a12f,Male,Single,24,Employed,27,98088,42007,310450,60,0,790,413,0.47,Urban,0
cbb6883a-e9d9-4b05-8f78-eaf786c063c5,Female,Married,28,Unemployed,0,0,0,393905,360,2,772,481,0.22,Rural,1
047ba400-7ec3-4be2-b111-d9493c8a6aca,Female,Single,41,Unemployed,0,0,0,377052,240,1,538,1206,0.16,Urban,0
9e0ab7a2-fb65-4bff-8aef-1691958c96dd,Male,Married,27,Unemployed,0,0,0,92522,180,2,316,29,0.38,Semi-Urban,1
52ef2a1e-c3c4-4ebb-ab4b-aae5b6d8445e,Male,Married,26,Self-employed,29,139976,40822,139049,120,1,442,696,0.25,Urban,1
17c659f4-5dc9-4f82-9260-783c3a874dc9,Male,Single,53,Unemployed,0,0,0,310146,300,1,810,426,0.11,Urban,1
ccc06810-36f5-4f09-b2c4-904326e87bbc,Female,Married,47,Self-employed,7,65675,17771,377322,60,2,444,513,0.37,Rural,1
6c018c07-33e1-45b1-bd9c-e810b700b16c,Female,Married,41,Self-employed,3,50038,5660,450947,360,1,466,998,0.26,Semi-Urban,1
6636e084-8e5b-4319-97db-34ce68f7369e,Female,Single,35,Unemployed,0,0,0,499940,360,1,396,121,0.48,Rural,1
32d25a42-e503-408f-b373-8b3c938e2306,Female,Married,23,Self-employed,13,36492,38458,442278,180,1,666,1376,0.18,Rural,1
1264d8f3-fd1c-4da6-845d-b5f6f897d6e3,Female,Single,44,Self-employed,10,138050,20954,274733,60,1,744,419,0.47,Rural,0
8a5e6840-1d02-42c8-9dd5-b276e744ed06,Female,Married,29,Unemployed,0,0,0,293029,360,0,465,1264,0.4,Rural,1
7108bb25-c187-44e6-9ecd-3a97e05e297c,Female,Married,24,Employed,22,30463,41588,260241,180,1,620,1141,0.39,Rural,0
5e63ba4a-1d5d-4666-bb30-e8ae9c83583c,Female,Married,59,Self-employed,4,81933,45968,417381,360,0,510,1012,0.26,Rural,1
05c5820f-a34a-4064-88a8-4941da1b8415,Male,Married,43,Unemployed,0,0,0,120491,60,0,450,975,0.3,Rural,1
1967cddd-d05a-4a35-bfdf-965e721a391f,Female,Married,28,Self-employed,3,68908,4163,465029,360,1,622,1807,0.19,Urban,1
61f706fd-0dd1-4966-818d-74df8140bdef,Male,Married,37,Unemployed,0,0,0,336496,120,2,539,1160,0.22,Urban,1
3b587277-e6bb-47ea-9f77-9765f6946b19,Female,Single,20,Self-employed,18,55372,44228,119013,60,0,741,748,0.42,Urban,1
8df10b6f-446d-43be-a1c2-2be633414d15,Male,Married,23,Unemployed,0,0,0,258296,300,2,630,800,0.18,Semi-Urban,0
99761110-c963-43db-973d-6e4a56d0052e,Male,Married,59,Employed,13,101504,14756,353866,120,1,838,505,0.48,Rural,1
ef3db2a0-f41a-4c56-8f5c-23dc6805e59d,Female,Married,43,Employed,18,128027,1950,255334,300,1,798,1302,0.3,Rural,0
db1ac969-21a7-4a33-ac54-9e3ed6275325,Male,Married,21,Self-employed,7,29392,41767,483858,300,2,743,70,0.47,Semi-Urban,1
2567d87f-5935-4914-a90a-81790e14aa43,Male,Married,45,Self-employed,28,44486,5429,449959,360,1,318,239,0.48,Semi-Urban,0
f2a7b49a-1deb-4659-ab0a-b45c2d4d0886,Female,Single,56,Self-employed,0,101555,14611,319369,60,0,465,1632,0.38,Rural,1
1681eb3f-5e8c-4409-be44-2cf620ec1a78,Female,Married,35,Unemployed,0,0,0,495344,240,1,421,495,0.42,Rural,1
606e0070-b386-466d-9f55-16d262c9fe58,Female,Single,24,Self-employed,13,122620,13383,373481,60,0,597,1771,0.41,Semi-Urban,1
5bc19628-082c-446c-8ef1-0fb4b68f33ec,Male,Married,49,Self-employed,14,110184,34035,249866,60,2,512,1530,0.11,Semi-Urban,1
ca075893-c689-4e93-bc2c-7a3f9cecbc95,Male,Single,45,Self-employed,0,52725,22587,312134,360,0,500,188,0.48,Rural,1
ef46ffd6-f1af-46e8-a4a7-aea03eee50d6,Male,Single,48,Self-employed,9,66125,13767,294237,180,2,338,163,0.35,Rural,1
bf9da108-0378-4366-b021-b89c02104ad9,Male,Single,20,Employed,11,118487,22871,419314,180,2,581,247,0.25,Rural,1
53a2c405-c998-44f2-9ba6-b451915eb016,Female,Single,24,Self-employed,8,84801,43512,214722,60,0,517,1918,0.49,Urban,1
ec425859-b41a-4418-b135-f55c4dc1afae,Male,Single,60,Unemployed,0,0,0,484061,180,0,467,804,0.31,Semi-Urban,1
35ab9edc-dc27-4f03-b483-78828b9dee63,Female,Married,56,Self-employed,3,149777,26985,182110,180,0,404,935,0.2,Semi-Urban,0
01033ccd-c282-4966-89d0-fc3463353451,Female,Single,31,Employed,24,42647,115,201859,180,0,349,1903,0.4,Rural,0
8af75643-4d1c-4926-a5cd-950b9100fe61,Male,Married,56,Employed,26,133577,46634,62475,240,1,731,1224,0.22,Urban,0
aa77121a-25c6-4ca4-a753-c9eb46ebe22e,Male,Married,44,Unemployed,0,0,0,394567,180,2,433,263,0.35,Semi-Urban,0
e999e5d6-cb74-46d0-b545-1b2aff6d1308,Female,Single,58,Self-employed,2,98316,17202,447129,300,1,465,1058,0.48,Rural,1
0c4be0cd-a79c-4a71-8a5a-5a5c90b9aa44,Male,Married,21,Unemployed,0,0,0,222570,360,2,337,1049,0.12,Semi-Urban,0
ab88a8b5-3ed6-4136-b861-2ab7215ea7f7,Female,Single,54,Self-employed,3,25220,2117,102368,60,2,487,989,0.42,Semi-Urban,1
3e9f8797-08e2-4f88-9e67-d8fe954c90de,Male,Single,23,Employed,2,52980,37386,325224,240,0,526,1826,0.27,Urban,1
22d0ed60-2844-43d4-921a-4490976c8602,Male,Single,54,Employed,4,46542,28689,429769,360,2,358,628,0.18,Urban,1
d9c1fb1e-243a-4340-b02b-3f6058b95c8f,Male,Married,46,Employed,23,34710,27564,241142,180,2,656,74,0.26,Urban,1
b6261625-1b31-4dfb-abf0-1810a0823aa1,Male,Single,60,Self-employed,21,47944,27299,93870,300,1,315,1285,0.46,Rural,1
0eb33113-38df-40d9-b42e-06b0ab37811a,Female,Married,43,Self-employed,27,69102,10932,496898,120,1,430,127,0.37,Urban,1
f31f921f-af54-4aa0-848f-31bdc7c54f42,Female,Married,50,Self-employed,23,24365,6121,468955,120,0,731,406,0.1,Semi-Urban,1
c0165a6b-f609-4fef-939f-cf9db1b0e50f,Female,Single,50,Self-employed,15,113252,7453,409414,300,0,355,481,0.37,Urban,1
07c87a47-f0b3-4948-87c3-e61db2cbc82f,Male,Married,38,Employed,0,106140,35933,256022,120,1,451,1465,0.33,Rural,1
c23bd086-1e56-4080-9383-83197f7742ca,Male,Married,41,Unemployed,0,0,0,244745,180,0,304,1692,0.41,Rural,1
403c8cb8-87ae-4fec-8ffe-b9b236914e87,Male,Married,37,Employed,14,133391,29007,298768,300,1,553,1171,0.48,Rural,0
9bb6ee23-9db9-4616-b27b-f51133ba0c66,Male,Single,54,Employed,21,45312,23096,289711,120,0,840,98,0.22,Rural,1
b1e2d440-a877-4db2-ae4a-3bb99d2ab849,Female,Single,58,Unemployed,0,0,0,432431,120,0,765,458,0.21,Semi-Urban,1
f285ca7f-8c47-4e45-81bc-6b7f05c19b99,Male,Single,51,Self-employed,11,23202,48823,154610,240,2,455,602,0.11,Semi-Urban,1
3ce4abaf-16d5-48ae-9805-d58478f3538b,Male,Single,54,Unemployed,0,0,0,140375,180,1,578,1577,0.12,Rural,1
d146becb-4afe-4214-8e0f-353567b15055,Female,Single,59,Unemployed,0,0,0,414523,60,2,807,200,0.19,Semi-Urban,1
771f1329-0699-4956-aa54-6c93a5e9922d,Female,Married,54,Unemployed,0,0,0,443570,120,0,712,1196,0.32,Semi-Urban,1
268ecbd6-1d0d-4b7d-85fe-f0d3a8e6fad2,Female,Single,52,Self-employed,17,89440,26984,227986,180,2,592,237,0.47,Semi-Urban,1
089fe86c-c59b-4f64-a8c8-2202484a3903,Female,Single,23,Unemployed,0,0,0,223595,60,2,324,982,0.27,Semi-Urban,1
e7634c3c-4d60-4561-9017-87b0af3543aa,Female,Married,39,Unemployed,0,0,0,236714,180,0,449,1376,0.29,Rural,1
ea49549f-dbde-417b-8b02-557a0f736086,Female,Single,35,Self-employed,15,123984,10371,317645,180,0,713,636,0.14,Semi-Urban,1
0d9062e2-c340-4fda-b963-88066ccadba4,Female,Single,36,Unemployed,0,0,0,232908,360,2,476,918,0.4,Semi-Urban,1
82973745-4cf7-4a51-84c8-bc6cb03e87ae,Male,Married,55,Unemployed,0,0,0,190921,60,1,687,1180,0.18,Rural,1
540f8c5a-1d53-4bc3-8ebe-b14674990384,Male,Married,31,Employed,22,82851,41751,454433,180,0,756,1094,0.33,Urban,1
a4939bae-6515-4e59-9091-77f0186613a2,Male,Married,28,Self-employed,30,77213,33027,54463,60,0,425,1857,0.41,Rural,1
3d07ac61-1701-4974-8f6e-d2896833f71e,Male,Single,32,Unemployed,0,0,0,88187,60,0,495,1889,0.17,Rural,1
f72d313a-b355-4c32-be8c-0737b2f3aa61,Male,Married,40,Employed,17,109155,1436,210146,240,1,616,405,0.11,Semi-Urban,0
feff6e99-6324-4186-98d4-977b6cb9c563,Female,Single,29,Unemployed,0,0,0,74389,360,0,512,290,0.35,Semi-Urban,1
578ecc42-6a4e-405b-9b42-0288f731ae3c,Male,Married,31,Unemployed,0,0,0,343648,360,1,346,1904,0.31,Rural,0
fc030b2f-ae3e-47b4-8e2d-a5b88dab5102,Male,Married,25,Employed,9,22352,2412,76962,300,0,674,1327,0.32,Rural,0
da9e818f-6d38-46d7-b800-0520191bc2c8,Female,Married,56,Employed,26,106835,24064,281868,360,2,592,1388,0.12,Semi-Urban,1
55cc49a4-0219-4747-a6a3-00d91ab21aab,Female,Single,24,Unemployed,0,0,0,149426,180,2,453,348,0.4,Urban,1
74ad00cc-cdd3-4363-b403-5bf5064814f5,Male,Married,27,Unemployed,0,0,0,174569,120,0,493,232,0.48,Urban,1
359a3184-9da2-40e3-98fb-187cf277d737,Female,Single,50,Employed,0,131136,2621,213179,180,0,312,623,0.15,Rural,1
5506c73b-35e1-49c3-aead-486b3278fa50,Female,Single,60,Unemployed,0,0,0,371397,120,2,711,1045,0.33,Rural,0
f1ebe2b2-cc8b-4f20-854f-4f5f846673e9,Male,Married,26,Employed,20,116389,31965,465947,300,0,783,1446,0.11,Semi-Urban,1
f5c8ba88-dd66-40c6-bea2-12da9b959bc3,Male,Single,38,Employed,27,20266,47691,101635,60,0,641,1852,0.46,Urban,1
2a99ef8a-2434-4c34-a3da-a98bfad50bd2,Female,Single,21,Employed,1,147270,19973,173336,240,2,616,612,0.36,Rural,1
5014f928-b162-4e2d-9bd3-f93bad215bd5,Female,Single,46,Self-employed,2,99865,32041,293016,240,0,456,854,0.24,Semi-Urban,1
9d224a91-7d9a-44c5-8818-8c395968409e,Female,Single,55,Unemployed,0,0,0,251421,120,2,677,988,0.14,Urban,1
02244ff0-9918-4db2-ab71-4742dec3749e,Female,Single,60,Employed,11,56570,46019,130805,180,2,670,761,0.26,Urban,1
004e2499-0180-42b1-9f84-96d7ba497ed7,Female,Married,56,Unemployed,0,0,0,347401,60,2,313,914,0.34,Semi-Urban,1
b1c2ab70-8465-468e-be8f-638533c2afa7,Male,Single,33,Self-employed,1,94483,46109,295086,180,0,463,182,0.27,Semi-Urban,0
e167d643-d4f0-41ad-828e-bc0b7d2fe78d,Male,Married,29,Self-employed,6,29501,45081,407683,240,0,487,184,0.44,Semi-Urban,1
41dc3f05-c73f-4cac-9db2-1d95cfbe4dd9,Male,Married,20,Self-employed,8,141603,1401,114125,60,1,472,1250,0.11,Semi-Urban,0
95a0d90c-ff8b-4ce9-b53f-34436818d3fa,Male,Married,41,Unemployed,0,0,0,269187,180,0,671,407,0.32,Semi-Urban,1
a8000b41-b4fb-40d1-8221-d93f431bfb41,Female,Married,59,Unemployed,0,0,0,450906,60,2,328,1834,0.18,Semi-Urban,0
1eafbde9-9564-49d8-ba08-cbfe1dd08225,Female,Single,45,Employed,23,65207,48960,268862,60,1,584,1934,0.39,Rural,1
cf7a4794-603f-414c-a861-92b5762b93e8,Male,Married,30,Employed,7,65981,18474,220991,180,1,652,601,0.46,Semi-Urban,1
810d849d-4401-4c4c-8073-eb2c78577de9,Male,Single,53,Self-employed,12,103631,16922,294115,60,0,796,530,0.47,Semi-Urban,1
56747da1-459f-4b91-856f-1e04c0eb0c51,Female,Single,60,Employed,8,25128,23445,228741,180,1,311,1568,0.24,Rural,1
b95234b8-5e9d-45c7-8767-307bc23aad11,Female,Single,40,Employed,28,50735,46222,397246,360,2,339,810,0.45,Rural,1
4dde96a2-bd46-40a5-ab5c-9b5f09294999,Male,Single,47,Employed,9,101840,22898,313903,60,0,819,1107,0.41,Semi-Urban,1
d36df8dc-63d7-468e-8fc4-4416ea843e38,Female,Married,34,Unemployed,0,0,0,281316,360,1,361,1352,0.46,Rural,1
3153732b-84b2-4771-ae8e-47355b501241,Female,Married,38,Unemployed,0,0,0,385752,120,2,420,1935,0.18,Semi-Urban,1
c1df14fe-d6d1-4336-a0cd-e8f72ddae91e,Female,Single,29,Employed,20,87561,31149,144973,120,1,699,1418,0.39,Semi-Urban,0
2b35894d-7793-4abf-be0e-fea8e4d85b72,Male,Married,36,Self-employed,26,32654,19139,385624,300,2,711,95,0.31,Rural,0
4a2b3ae0-b651-4deb-89bb-b02bc012e161,Male,Married,20,Employed,3,47677,26226,423631,180,0,602,622,0.15,Urban,1
c8701fad-5a43-4426-9d50-1164f3695b72,Female,Single,36,Unemployed,0,0,0,405065,240,0,469,1983,0.12,Urban,1
15c9ce21-56f2-4a5a-8801-e75e1fa29df1,Male,Married,24,Self-employed,6,146940,2211,90000,60,1,683,195,0.18,Rural,1
cee0d8d1-e1d7-480e-9905-5fe599a23b81,Female,Married,59,Unemployed,0,0,0,384427,120,2,813,1834,0.28,Semi-Urban,1
17702fb9-9bf8-4ad7-a70d-0c5189606c3a,Female,Married,43,Self-employed,5,124522,31051,201821,240,0,470,1604,0.21,Semi-Urban,0
cd0b75bc-664b-470d-b52d-42d7fd73d5b6,Male,Single,33,Unemployed,0,0,0,77528,300,0,683,1913,0.31,Urban,1
4a6ea507-8fa7-42fc-9efe-e1e9c72f18dc,Female,Single,58,Unemployed,0,0,0,402220,180,1,430,422,0.15,Rural,1
920c202e-2dc5-4a03-b14d-6661b8ed61cd,Male,Single,46,Self-employed,16,129970,31309,278257,60,2,741,365,0.25,Urban,1
878e0cee-6328-4493-8775-c2bbb0f157e3,Female,Single,22,Employed,11,112480,7721,218371,180,2,645,7,0.46,Semi-Urban,1
59904c02-3960-4d4f-b25f-194fd48771f1,Female,Married,54,Employed,26,84219,6352,455688,240,0,458,1165,0.35,Semi-Urban,1
27b88aae-e064-494b-b2bb-b97ce9fda136,Female,Single,20,Unemployed,0,0,0,117877,240,1,666,112,0.25,Urban,0
869a6166-9ea2-4420-bf0f-527401e1ffd7,Male,Married,41,Unemployed,0,0,0,134120,240,2,614,1774,0.12,Urban,0
e44c5313-1d22-4b9c-8fff-d003d5420881,Male,Single,53,Unemployed,0,0,0,367847,240,2,737,1433,0.46,Rural,1
f85a339b-832a-49e0-9c82-dad8394b494f,Female,Married,52,Self-employed,1,97838,35933,121457,120,0,371,1284,0.31,Urban,1
7ec35e85-6b0a-4bdd-b0e2-03d6029c7272,Female,Single,60,Self-employed,7,41363,11962,483659,360,2,800,211,0.25,Rural,0
e03108d4-f614-4218-a838-31e6e93974e6,Female,Single,49,Unemployed,0,0,0,411551,60,2,562,794,0.37,Urban,1
c56e712a-979f-4808-beeb-b24bd5b428e4,Male,Single,53,Employed,4,70903,37604,312167,60,0,637,1900,0.28,Urban,0
f2bbf658-8d48-409e-a339-15ac9373f486,Female,Married,21,Self-employed,30,139784,45939,211654,240,0,634,1943,0.39,Rural,0
ee514352-2cdc-4a5f-8c2c-abadd52051d8,Female,Married,30,Employed,14,22272,25925,479643,300,0,656,1411,0.12,Rural,1
5c05a201-cd38-4941-9a7f-8f2a6173198c,Female,Single,59,Unemployed,0,0,0,276715,360,2,675,1940,0.16,Rural,1
fa6d2ab0-bfd7-44cd-89f8-5d78b9c34bd1,Male,Married,53,Self-employed,23,131471,26760,182367,120,1,353,1711,0.32,Semi-Urban,1
1d10986f-a55d-48af-96be-66b3850ee325,Male,Single,29,Self-employed,13,128173,28046,186734,180,0,405,1529,0.33,Rural,0
36a4dceb-5165-4d63-ae7a-acac39c9145d,Female,Single,20,Employed,2,28707,23445,266221,360,0,769,937,0.44,Semi-Urban,1
59e3d38a-afe4-4d76-bbe9-a0949f94ba90,Male,Married,51,Employed,13,56791,31292,331102,300,0,611,798,0.38,Urban,1
a9908fa7-76b1-495a-bea7-71ba3e455fdc,Female,Single,57,Self-employed,5,118431,5338,180556,60,2,515,860,0.27,Rural,1
0c017031-cb33-40bd-8ba7-44f658062b2c,Male,Married,35,Unemployed,0,0,0,432750,180,2,645,203,0.14,Urban,0
c58f1bd2-07f5-4cdf-85f3-1094f57fe40c,Female,Single,44,Unemployed,0,0,0,89977,300,2,758,1462,0.14,Rural,1
4fb3b386-559d-44cc-bf7a-c32ba93c1810,Male,Single,28,Unemployed,0,0,0,187104,120,0,327,1798,0.5,Rural,1
c9a87349-8b43-4af8-9255-05367fda7d6b,Female,Married,38,Self-employed,17,33078,27398,405566,360,1,686,67,0.38,Semi-Urban,1
169e8e83-2b3a-4eec-9dab-35196e97792f,Female,Single,45,Self-employed,4,93575,32564,267652,60,1,369,586,0.26,Urban,0
dc234aa0-2445-41f6-a602-df020bb9553e,Male,Married,40,Employed,10,61053,11403,225725,60,0,844,583,0.38,Semi-Urban,0
e5ae1436-a1a3-46cf-8e1f-05b1e83bb251,Male,Married,46,Employed,20,48451,22570,181532,180,2,734,215,0.49,Rural,1
d28068bc-d3a4-483f-bfe7-8a07fbeca9b0,Male,Married,51,Unemployed,0,0,0,466227,360,1,672,1144,0.43,Rural,1
db925a36-05a1-4741-8e5e-8ab605705851,Male,Married,55,Employed,25,149466,20801,299190,120,1,709,482,0.42,Semi-Urban,1
b23d9df6-7e51-47dc-badf-128d532facc7,Female,Single,50,Self-employed,17,61218,43262,172686,180,0,766,611,0.35,Rural,0
c2cd86d1-3e12-42f1-8102-2fa267b3e0a2,Female,Married,47,Self-employed,18,147055,16840,188538,120,2,582,1757,0.23,Semi-Urban,1
d03b2d42-8bd7-4ce0-ae48-829e235bd678,Female,Single,27,Self-employed,18,114217,49816,50000,120,1,494,801,0.32,Semi-Urban,1
f25b2593-9ff5-4b0e-87f7-6edae1f292d3,Female,Married,51,Employed,20,140191,46269,449839,300,2,532,532,0.46,Urban,0
c2cdceb9-1d80-4111-912a-be6d6c2ea91e,Female,Single,33,Self-employed,15,129979,20025,205788,120,1,659,1679,0.34,Rural,0
20c0f87d-370f-42c3-acd0-1fe2269ab75f,Male,Married,46,Employed,14,126846,35855,51753,360,2,831,74,0.36,Urban,1
87b9f437-d94a-438f-b149-405b95240085,Female,Married,59,Unemployed,0,0,0,110062,180,2,773,118,0.21,Urban,0
5a054e53-c5e8-487a-9b4d-1bdff39b19e3,Male,Married,25,Unemployed,0,0,0,98983,180,2,712,1039,0.36,Urban,1
3cf36520-5791-4495-9321-cb59a5f2746d,Male,Married,25,Self-employed,9,110953,4359,312800,300,0,709,243,0.19,Semi-Urban,1
2ba072c2-8bcc-4d0a-9308-86f9dfc7b279,Female,Married,58,Employed,12,42516,7137,68116,360,2,464,1686,0.11,Semi-Urban,1
d59b4860-c530-4b82-9a7f-1f5c1c1fff44,Male,Married,24,Employed,20,75254,20528,351648,240,1,784,1996,0.37,Semi-Urban,1
e411464d-92ea-4ff6-bb90-1cbb693a1f6c,Female,Single,42,Self-employed,30,74000,1322,412820,180,2,375,340,0.39,Semi-Urban,0
ab568432-efec-4f2a-a2c5-ccd699f9528c,Male,Married,32,Employed,26,147356,23678,417293,240,1,817,344,0.21,Rural,0
5d24d4f1-f1fb-4777-a93f-835500e7b3fc,Male,Married,38,Employed,6,86707,40126,412343,60,2,597,1707,0.48,Urban,1
996ec09c-3698-46a3-8133-848d6dfbd39d,Male,Single,26,Unemployed,0,0,0,91769,300,1,684,1184,0.18,Rural,1
2c62d90c-9698-4065-af2a-3488b9d8d638,Male,Married,55,Self-employed,22,33205,23425,205056,360,1,398,1769,0.46,Urban,0
6c86ed33-1e50-4fee-adbc-c5889d41521b,Female,Single,55,Unemployed,0,0,0,56235,300,0,663,714,0.39,Urban,1
64472a39-77d7-42ef-bf42-0a7f8289db5f,Female,Married,55,Unemployed,0,0,0,61785,300,2,326,74,0.46,Rural,0
d70206a2-1513-4a5e-a980-040f8f2bc152,Male,Single,26,Self-employed,8,55157,12299,341210,60,0,311,99,0.13,Semi-Urban,1
f034a7d1-df85-4555-9512-15bbe0c3c3ce,Female,Married,46,Self-employed,7,81892,39112,315629,360,0,697,945,0.35,Rural,1
a251bf38-50bf-4e0a-9e42-3f8493fbc2c2,Male,Married,34,Unemployed,0,0,0,190727,300,2,604,810,0.44,Urban,1
905f1ad8-eb42-4396-af52-e76b93496284,Female,Single,38,Self-employed,0,110146,46206,104398,180,0,623,1218,0.26,Rural,0
e5667c1a-8a9a-4979-aca4-7d6a3facdb84,Female,Single,27,Employed,28,134498,6495,380500,60,1,594,1637,0.44,Rural,0
5d1769e7-e37b-4c9f-8161-f2c9e29e6eca,Female,Single,41,Employed,1,55895,42477,424709,360,0,395,810,0.43,Rural,1
0895d229-f625-4873-93f6-3e4a59d9e700,Female,Single,58,Unemployed,0,0,0,97532,60,0,548,668,0.33,Semi-Urban,1
26f69fe5-5f26-456b-a891-1fd59be90e52,Female,Married,24,Employed,27,107249,7841,407353,360,2,672,219,0.45,Urban,1
c3bca734-18ec-458e-89c5-30a47cefc6c1,Male,Married,28,Employed,16,43509,11729,458441,180,2,324,401,0.12,Rural,0
f61ecb17-f3b9-43a5-a775-dd5cf3d4f83d,Female,Single,25,Unemployed,0,0,0,152436,60,2,502,1340,0.43,Semi-Urban,1
4255a63f-c688-4abe-bacb-f4544e2c9d8a,Male,Married,22,Employed,20,142668,19414,162206,180,0,596,869,0.47,Semi-Urban,1
b4e983da-4b21-4712-8685-3b5407c09929,Female,Married,44,Employed,12,143316,40983,223281,300,2,347,1318,0.26,Semi-Urban,0
e528db28-9ba9-4257-83b9-57c67e6d3a75,Female,Married,53,Unemployed,0,0,0,80970,240,1,427,300,0.46,Urban,1
b35c91b3-a45a-4209-93a0-4f14c4250fb4,Male,Married,46,Employed,25,92254,2619,328225,360,2,650,1936,0.47,Rural,1
484f6490-aa6f-4af6-b01d-8a217ad3d177,Female,Single,57,Employed,10,121762,29813,463930,360,1,533,921,0.2,Semi-Urban,1
8a7aba67-60c2-4ee0-b623-3080d71837a4,Male,Single,32,Employed,26,60314,32125,185370,240,2,368,1134,0.19,Semi-Urban,1
ebdb99b6-2874-45d7-8df7-51584a3bac0b,Female,Married,52,Unemployed,0,0,0,89371,180,0,331,552,0.2,Urban,0
4d2d0ee4-e8f5-4cf9-ad51-6b4e6d01e169,Female,Single,37,Employed,7,46497,21111,471111,240,0,676,1135,0.49,Semi-Urban,1
3a14b9b3-bfd6-4483-a7cf-a0b741a35e60,Female,Single,38,Employed,21,78386,1963,301024,300,2,402,1637,0.19,Semi-Urban,1
b951ca1e-3e8b-4822-8cac-3b04a15b08c1,Female,Single,36,Unemployed,0,0,0,165372,180,1,551,7,0.26,Rural,1
5b4b7b2e-7de9-4f09-a9a2-8a7815a2b4c1,Female,Single,27,Employed,15,76081,4535,243400,360,2,365,1030,0.35,Semi-Urban,1
db3ac953-6704-468a-b8ad-f8476d865902,Female,Married,53,Unemployed,0,0,0,452140,300,1,748,1283,0.19,Urban,1
a2e191a1-c0c3-4de6-b4f2-42286cd16de7,Female,Single,55,Unemployed,0,0,0,326544,240,2,558,1905,0.1,Semi-Urban,1
e5da6e2a-ee41-4a20-9409-08f81e32ea5f,Female,Single,50,Self-employed,5,119134,31428,357232,360,0,476,944,0.43,Semi-Urban,0
df245177-9ea2-4323-8458-2981221205a5,Male,Married,23,Unemployed,0,0,0,360278,360,0,383,1150,0.49,Rural,1
c2fe21ce-32bb-428c-be41-c52195843070,Female,Married,41,Unemployed,0,0,0,88583,240,2,646,1914,0.21,Urban,0
e6cf0777-5f86-4eda-ad34-d1de139193a4,Male,Single,46,Self-employed,24,114867,5327,236738,360,2,572,1982,0.17,Semi-Urban,0
7180add8-d595-41a7-92dd-58d63e6ed4e2,Male,Single,60,Self-employed,29,20183,43682,234258,300,1,391,803,0.34,Urban,1
2348c251-e3c9-47e6-9902-f587a8dbb593,Male,Married,37,Employed,29,33651,13914,457750,120,0,695,257,0.3,Rural,1
c72343fa-f37d-446b-a030-3852e3517602,Female,Married,45,Self-employed,17,49752,45055,101540,120,2,787,164,0.29,Rural,1
822edcbb-f5c8-4d1d-9f04-d81de1f54c37,Female,Single,49,Unemployed,0,0,0,408762,300,0,600,279,0.12,Urban,1
a82819b6-0852-4cff-9461-cbd6d98016d5,Male,Married,24,Self-employed,13,83590,33849,314911,240,0,351,829,0.38,Urban,1
36fc56c3-7216-4436-bf88-a6189e20a9b2,Male,Single,53,Employed,2,20747,21596,175926,360,0,541,1328,0.46,Urban,1
